year,garnizon,method,suicides,outcome
2004,Katowice,pills,8,Fatal
2004,Kielce,gas,0,Fatal
2004,Kielce,poison,1,Fatal
2004,Kielce,damaging circulatory system,4,Fatal
2004,Kielce,self harm,0,Fatal
2004,Kielce,throwing from height,12,Fatal
2004,Kielce,drowning,5,Fatal
2004,Kielce,hanging,180,Fatal
2004,Kielce,throwing to moving vehicle,6,Fatal
2004,Kielce,shooting,3,Fatal
2004,Kielce,pills,3,Fatal
2004,Olsztyn,gas,1,Fatal
2004,Olsztyn,poison,1,Fatal
2004,Olsztyn,damaging circulatory system,1,Fatal
2004,Olsztyn,self harm,1,Fatal
2004,Olsztyn,throwing from height,6,Fatal
2004,Olsztyn,drowning,11,Fatal
2004,Olsztyn,hanging,186,Fatal
2004,Olsztyn,throwing to moving vehicle,5,Fatal
2004,Olsztyn,shooting,2,Fatal
2004,Olsztyn,pills,0,Fatal
2004,Poznań,gas,1,Fatal
2004,Poznań,poison,0,Fatal
2004,Poznań,damaging circulatory system,4,Fatal
2004,Poznań,self harm,3,Fatal
2004,Poznań,throwing from height,15,Fatal
2004,Poznań,drowning,8,Fatal
2004,Poznań,hanging,352,Fatal
2004,Poznań,throwing to moving vehicle,22,Fatal
2004,Poznań,shooting,3,Fatal
2004,Poznań,pills,10,Fatal
2004,Szczecin,gas,0,Fatal
2004,Szczecin,poison,0,Fatal
2004,Szczecin,damaging circulatory system,1,Fatal
2004,Szczecin,self harm,0,Fatal
2004,Szczecin,throwing from height,14,Fatal
2004,Szczecin,drowning,7,Fatal
2004,Szczecin,hanging,165,Fatal
2004,Szczecin,throwing to moving vehicle,3,Fatal
2004,Szczecin,shooting,0,Fatal
2004,Szczecin,pills,1,Fatal
2004,Warszawa,gas,1,Fatal
2004,Warszawa,poison,0,Fatal
2004,Warszawa,damaging circulatory system,5,Fatal
2004,Warszawa,self harm,1,Fatal
2004,Warszawa,throwing from height,46,Fatal
2004,Warszawa,drowning,2,Fatal
2004,Warszawa,hanging,160,Fatal
2004,Warszawa,throwing to moving vehicle,6,Fatal
2004,Warszawa,shooting,10,Fatal
2004,Warszawa,pills,6,Fatal
2005,Wrocław,gas,0,Fatal
2005,Wrocław,poison,2,Fatal
2005,Wrocław,damaging circulatory system,2,Fatal
2005,Wrocław,self harm,3,Fatal
2005,Wrocław,throwing from height,14,Fatal
2005,Wrocław,drowning,7,Fatal
2005,Wrocław,hanging,255,Fatal
2005,Wrocław,throwing to moving vehicle,12,Fatal
2005,Wrocław,shooting,1,Fatal
2005,Wrocław,pills,4,Fatal
2005,Bydgoszcz,gas,1,Fatal
2005,Bydgoszcz,poison,2,Fatal
2005,Bydgoszcz,damaging circulatory system,0,Fatal
2005,Bydgoszcz,self harm,1,Fatal
2005,Bydgoszcz,throwing from height,18,Fatal
2005,Bydgoszcz,drowning,9,Fatal
2005,Bydgoszcz,hanging,219,Fatal
2005,Bydgoszcz,throwing to moving vehicle,8,Fatal
2005,Bydgoszcz,shooting,3,Fatal
2005,Bydgoszcz,pills,9,Fatal
2005,Lublin,gas,1,Fatal
2005,Lublin,poison,2,Fatal
2005,Lublin,damaging circulatory system,2,Fatal
2005,Lublin,self harm,3,Fatal
2005,Lublin,throwing from height,14,Fatal
2005,Lublin,drowning,11,Fatal
2005,Lublin,hanging,258,Fatal
2005,Lublin,throwing to moving vehicle,5,Fatal
2005,Lublin,shooting,5,Fatal
2005,Lublin,pills,4,Fatal
2005,Gorzów Wlkp.,gas,0,Fatal
2005,Gorzów Wlkp.,poison,0,Fatal
2005,Gorzów Wlkp.,damaging circulatory system,2,Fatal
2005,Gorzów Wlkp.,self harm,1,Fatal
2005,Gorzów Wlkp.,throwing from height,2,Fatal
2005,Gorzów Wlkp.,drowning,2,Fatal
2005,Gorzów Wlkp.,hanging,125,Fatal
2005,Gorzów Wlkp.,throwing to moving vehicle,4,Fatal
2005,Gorzów Wlkp.,shooting,0,Fatal
2005,Gorzów Wlkp.,pills,1,Fatal
2005,Łódź,gas,3,Fatal
2005,Łódź,poison,1,Fatal
2005,Łódź,damaging circulatory system,2,Fatal
2005,Łódź,self harm,0,Fatal
2005,Łódź,throwing from height,14,Fatal
2005,Łódź,drowning,3,Fatal
2005,Łódź,hanging,260,Fatal
2005,Łódź,throwing to moving vehicle,8,Fatal
2005,Łódź,shooting,5,Fatal
2005,Łódź,pills,10,Fatal
2005,Kraków,gas,2,Fatal
2005,Kraków,poison,2,Fatal
2005,Kraków,damaging circulatory system,4,Fatal
2005,Kraków,self harm,2,Fatal
2005,Kraków,throwing from height,21,Fatal
2005,Kraków,drowning,6,Fatal
2005,Kraków,hanging,351,Fatal
2005,Kraków,throwing to moving vehicle,9,Fatal
2005,Kraków,shooting,3,Fatal
2005,Kraków,pills,2,Fatal
2005,Radom,gas,2,Fatal
2005,Radom,poison,2,Fatal
2005,Radom,damaging circulatory system,1,Fatal
2005,Radom,self harm,0,Fatal
2005,Radom,throwing from height,8,Fatal
2005,Radom,drowning,5,Fatal
2005,Radom,hanging,318,Fatal
2005,Radom,throwing to moving vehicle,1,Fatal
2005,Radom,shooting,1,Fatal
2005,Radom,pills,0,Fatal
2005,Opole,gas,0,Fatal
2005,Opole,poison,0,Fatal
2005,Opole,damaging circulatory system,3,Fatal
2005,Opole,self harm,0,Fatal
2005,Opole,throwing from height,5,Fatal
2005,Opole,drowning,0,Fatal
2005,Opole,hanging,97,Fatal
2005,Opole,throwing to moving vehicle,4,Fatal
2005,Opole,shooting,0,Fatal
2005,Opole,pills,1,Fatal
2005,Rzeszów,gas,0,Fatal
2005,Rzeszów,poison,0,Fatal
2005,Rzeszów,damaging circulatory system,0,Fatal
2005,Rzeszów,self harm,1,Fatal
2005,Rzeszów,throwing from height,8,Fatal
2005,Rzeszów,drowning,9,Fatal
2005,Rzeszów,hanging,196,Fatal
2005,Rzeszów,throwing to moving vehicle,6,Fatal
2005,Rzeszów,shooting,1,Fatal
2005,Rzeszów,pills,0,Fatal
2005,Białystok,gas,1,Fatal
2005,Białystok,poison,0,Fatal
2005,Białystok,damaging circulatory system,4,Fatal
2005,Białystok,self harm,1,Fatal
2005,Białystok,throwing from height,8,Fatal
2005,Białystok,drowning,2,Fatal
2005,Białystok,hanging,151,Fatal
2005,Białystok,throwing to moving vehicle,1,Fatal
2005,Białystok,shooting,5,Fatal
2005,Białystok,pills,4,Fatal
2005,Gdańsk,gas,0,Fatal
2005,Gdańsk,poison,0,Fatal
2005,Gdańsk,damaging circulatory system,3,Fatal
2005,Gdańsk,self harm,1,Fatal
2005,Gdańsk,throwing from height,19,Fatal
2005,Gdańsk,drowning,5,Fatal
2005,Gdańsk,hanging,237,Fatal
2005,Gdańsk,throwing to moving vehicle,11,Fatal
2005,Gdańsk,shooting,1,Fatal
2005,Gdańsk,pills,4,Fatal
2005,Katowice,gas,3,Fatal
2005,Katowice,poison,1,Fatal
2005,Katowice,damaging circulatory system,2,Fatal
2005,Katowice,self harm,1,Fatal
2005,Katowice,throwing from height,41,Fatal
2005,Katowice,drowning,1,Fatal
2005,Katowice,hanging,415,Fatal
2005,Katowice,throwing to moving vehicle,12,Fatal
2005,Katowice,shooting,5,Fatal
2005,Katowice,pills,10,Fatal
2005,Kielce,gas,0,Fatal
2005,Kielce,poison,0,Fatal
2005,Kielce,damaging circulatory system,2,Fatal
2005,Kielce,self harm,1,Fatal
2005,Kielce,throwing from height,8,Fatal
2005,Kielce,drowning,5,Fatal
2005,Kielce,hanging,133,Fatal
2005,Kielce,throwing to moving vehicle,0,Fatal
2005,Kielce,shooting,1,Fatal
2005,Kielce,pills,1,Fatal
2005,Olsztyn,gas,0,Fatal
2005,Olsztyn,poison,0,Fatal
2005,Olsztyn,damaging circulatory system,3,Fatal
2005,Olsztyn,self harm,2,Fatal
2005,Olsztyn,throwing from height,4,Fatal
2005,Olsztyn,drowning,3,Fatal
2005,Olsztyn,hanging,180,Fatal
2005,Olsztyn,throwing to moving vehicle,4,Fatal
2005,Olsztyn,shooting,4,Fatal
2005,Olsztyn,pills,0,Fatal
2005,Poznań,gas,1,Fatal
2005,Poznań,poison,2,Fatal
2005,Poznań,damaging circulatory system,1,Fatal
2005,Poznań,self harm,4,Fatal
2005,Poznań,throwing from height,15,Fatal
2005,Poznań,drowning,8,Fatal
2005,Poznań,hanging,342,Fatal
2005,Poznań,throwing to moving vehicle,23,Fatal
2005,Poznań,shooting,1,Fatal
2005,Poznań,pills,7,Fatal
2005,Szczecin,gas,0,Fatal
2005,Szczecin,poison,0,Fatal
2005,Szczecin,damaging circulatory system,0,Fatal
2005,Szczecin,self harm,1,Fatal
2005,Szczecin,throwing from height,9,Fatal
2005,Szczecin,drowning,6,Fatal
2005,Szczecin,hanging,183,Fatal
2005,Szczecin,throwing to moving vehicle,0,Fatal
2005,Szczecin,shooting,2,Fatal
2005,Szczecin,pills,1,Fatal
2005,Warszawa,gas,1,Fatal
2005,Warszawa,poison,0,Fatal
2005,Warszawa,damaging circulatory system,6,Fatal
2005,Warszawa,self harm,4,Fatal
2005,Warszawa,throwing from height,39,Fatal
2005,Warszawa,drowning,3,Fatal
2005,Warszawa,hanging,153,Fatal
2005,Warszawa,throwing to moving vehicle,3,Fatal
2005,Warszawa,shooting,6,Fatal
2005,Warszawa,pills,3,Fatal
2006,Wrocław,gas,1,Fatal
2006,Wrocław,poison,0,Fatal
2006,Wrocław,damaging circulatory system,4,Fatal
2006,Wrocław,self harm,1,Fatal
2006,Wrocław,throwing from height,9,Fatal
2006,Wrocław,drowning,11,Fatal
2006,Wrocław,hanging,241,Fatal
2006,Wrocław,throwing to moving vehicle,7,Fatal
2006,Wrocław,shooting,2,Fatal
2006,Wrocław,pills,6,Fatal
2006,Bydgoszcz,gas,0,Fatal
2006,Bydgoszcz,poison,2,Fatal
2006,Bydgoszcz,damaging circulatory system,1,Fatal
2006,Bydgoszcz,self harm,1,Fatal
2006,Bydgoszcz,throwing from height,13,Fatal
2006,Bydgoszcz,drowning,7,Fatal
2006,Bydgoszcz,hanging,192,Fatal
2006,Bydgoszcz,throwing to moving vehicle,4,Fatal
2006,Bydgoszcz,shooting,2,Fatal
2006,Bydgoszcz,pills,1,Fatal
2006,Lublin,gas,1,Fatal
2006,Lublin,poison,1,Fatal
2006,Lublin,damaging circulatory system,2,Fatal
2006,Lublin,self harm,3,Fatal
2006,Lublin,throwing from height,10,Fatal
2006,Lublin,drowning,5,Fatal
2006,Lublin,hanging,247,Fatal
2006,Lublin,throwing to moving vehicle,2,Fatal
2006,Lublin,shooting,3,Fatal
2006,Lublin,pills,1,Fatal
2006,Gorzów Wlkp.,gas,1,Fatal
2006,Gorzów Wlkp.,poison,0,Fatal
2006,Gorzów Wlkp.,damaging circulatory system,2,Fatal
2006,Gorzów Wlkp.,self harm,0,Fatal
2006,Gorzów Wlkp.,throwing from height,11,Fatal
2006,Gorzów Wlkp.,drowning,4,Fatal
2006,Gorzów Wlkp.,hanging,132,Fatal
2006,Gorzów Wlkp.,throwing to moving vehicle,3,Fatal
2006,Gorzów Wlkp.,shooting,1,Fatal
2006,Gorzów Wlkp.,pills,3,Fatal
2006,Łódź,gas,1,Fatal
2006,Łódź,poison,4,Fatal
2006,Łódź,damaging circulatory system,3,Fatal
2006,Łódź,self harm,2,Fatal
2006,Łódź,throwing from height,8,Fatal
2006,Łódź,drowning,4,Fatal
2006,Łódź,hanging,277,Fatal
2006,Łódź,throwing to moving vehicle,7,Fatal
2006,Łódź,shooting,1,Fatal
2006,Łódź,pills,3,Fatal
2006,Kraków,gas,1,Fatal
2006,Kraków,poison,1,Fatal
2006,Kraków,damaging circulatory system,6,Fatal
2006,Kraków,self harm,2,Fatal
2006,Kraków,throwing from height,23,Fatal
2006,Kraków,drowning,6,Fatal
2006,Kraków,hanging,257,Fatal
2006,Kraków,throwing to moving vehicle,8,Fatal
2006,Kraków,shooting,2,Fatal
2006,Kraków,pills,2,Fatal
2006,Radom,gas,2,Fatal
2006,Radom,poison,0,Fatal
2006,Radom,damaging circulatory system,0,Fatal
2006,Radom,self harm,2,Fatal
2006,Radom,throwing from height,10,Fatal
2006,Radom,drowning,6,Fatal
2006,Radom,hanging,247,Fatal
2006,Radom,throwing to moving vehicle,2,Fatal
2006,Radom,shooting,1,Fatal
2006,Radom,pills,3,Fatal
2006,Opole,gas,1,Fatal
2006,Opole,poison,0,Fatal
2006,Opole,damaging circulatory system,2,Fatal
2006,Opole,self harm,1,Fatal
2006,Opole,throwing from height,7,Fatal
2006,Opole,drowning,2,Fatal
2006,Opole,hanging,86,Fatal
2006,Opole,throwing to moving vehicle,4,Fatal
2006,Opole,shooting,3,Fatal
2006,Opole,pills,0,Fatal
2006,Rzeszów,gas,1,Fatal
2006,Rzeszów,poison,0,Fatal
2006,Rzeszów,damaging circulatory system,1,Fatal
2006,Rzeszów,self harm,0,Fatal
2006,Rzeszów,throwing from height,4,Fatal
2006,Rzeszów,drowning,7,Fatal
2006,Rzeszów,hanging,184,Fatal
2006,Rzeszów,throwing to moving vehicle,6,Fatal
2006,Rzeszów,shooting,2,Fatal
2006,Rzeszów,pills,1,Fatal
2006,Białystok,gas,1,Fatal
2006,Białystok,poison,0,Fatal
2006,Białystok,damaging circulatory system,3,Fatal
2006,Białystok,self harm,2,Fatal
2006,Białystok,throwing from height,5,Fatal
2006,Białystok,drowning,1,Fatal
2006,Białystok,hanging,111,Fatal
2006,Białystok,throwing to moving vehicle,1,Fatal
2006,Białystok,shooting,0,Fatal
2006,Białystok,pills,1,Fatal
2006,Gdańsk,gas,1,Fatal
2006,Gdańsk,poison,0,Fatal
2006,Gdańsk,damaging circulatory system,5,Fatal
2006,Gdańsk,self harm,4,Fatal
2006,Gdańsk,throwing from height,15,Fatal
2006,Gdańsk,drowning,10,Fatal
2006,Gdańsk,hanging,234,Fatal
2006,Gdańsk,throwing to moving vehicle,8,Fatal
2006,Gdańsk,shooting,2,Fatal
2006,Gdańsk,pills,3,Fatal
2006,Katowice,gas,2,Fatal
2006,Katowice,poison,4,Fatal
2006,Katowice,damaging circulatory system,5,Fatal
2006,Katowice,self harm,3,Fatal
2006,Katowice,throwing from height,41,Fatal
2006,Katowice,drowning,5,Fatal
2006,Katowice,hanging,354,Fatal
2006,Katowice,throwing to moving vehicle,11,Fatal
2006,Katowice,shooting,4,Fatal
2006,Katowice,pills,9,Fatal
2006,Kielce,gas,1,Fatal
2006,Kielce,poison,2,Fatal
2006,Kielce,damaging circulatory system,2,Fatal
2006,Kielce,self harm,1,Fatal
2006,Kielce,throwing from height,9,Fatal
2006,Kielce,drowning,3,Fatal
2006,Kielce,hanging,149,Fatal
2006,Kielce,throwing to moving vehicle,0,Fatal
2006,Kielce,shooting,2,Fatal
2006,Kielce,pills,1,Fatal
2006,Olsztyn,gas,0,Fatal
2006,Olsztyn,poison,0,Fatal
2006,Olsztyn,damaging circulatory system,1,Fatal
2006,Olsztyn,self harm,1,Fatal
2006,Olsztyn,throwing from height,5,Fatal
2006,Olsztyn,drowning,2,Fatal
2006,Olsztyn,hanging,171,Fatal
2006,Olsztyn,throwing to moving vehicle,4,Fatal
2006,Olsztyn,shooting,0,Fatal
2006,Olsztyn,pills,0,Fatal
2006,Poznań,gas,2,Fatal
2006,Poznań,poison,2,Fatal
2006,Poznań,damaging circulatory system,6,Fatal
2006,Poznań,self harm,0,Fatal
2006,Poznań,throwing from height,18,Fatal
2006,Poznań,drowning,4,Fatal
2006,Poznań,hanging,286,Fatal
2006,Poznań,throwing to moving vehicle,9,Fatal
2006,Poznań,shooting,2,Fatal
2006,Poznań,pills,4,Fatal
2006,Szczecin,gas,0,Fatal
2006,Szczecin,poison,0,Fatal
2006,Szczecin,damaging circulatory system,0,Fatal
2006,Szczecin,self harm,1,Fatal
2006,Szczecin,throwing from height,4,Fatal
2006,Szczecin,drowning,4,Fatal
2006,Szczecin,hanging,153,Fatal
2006,Szczecin,throwing to moving vehicle,0,Fatal
2006,Szczecin,shooting,1,Fatal
2006,Szczecin,pills,0,Fatal
2006,Warszawa,gas,1,Fatal
2006,Warszawa,poison,1,Fatal
2006,Warszawa,damaging circulatory system,3,Fatal
2006,Warszawa,self harm,2,Fatal
2006,Warszawa,throwing from height,32,Fatal
2006,Warszawa,drowning,4,Fatal
2006,Warszawa,hanging,113,Fatal
2006,Warszawa,throwing to moving vehicle,4,Fatal
2006,Warszawa,shooting,4,Fatal
2006,Warszawa,pills,1,Fatal
2007,Wrocław,gas,1,Fatal
2007,Wrocław,poison,0,Fatal
2007,Wrocław,damaging circulatory system,2,Fatal
2007,Wrocław,self harm,3,Fatal
2007,Wrocław,throwing from height,13,Fatal
2007,Wrocław,drowning,5,Fatal
2007,Wrocław,hanging,200,Fatal
2007,Wrocław,throwing to moving vehicle,6,Fatal
2007,Wrocław,shooting,1,Fatal
2007,Wrocław,pills,2,Fatal
2007,Bydgoszcz,gas,1,Fatal
2007,Bydgoszcz,poison,0,Fatal
2007,Bydgoszcz,damaging circulatory system,2,Fatal
2007,Bydgoszcz,self harm,3,Fatal
2007,Bydgoszcz,throwing from height,11,Fatal
2007,Bydgoszcz,drowning,8,Fatal
2007,Bydgoszcz,hanging,174,Fatal
2007,Bydgoszcz,throwing to moving vehicle,7,Fatal
2007,Bydgoszcz,shooting,3,Fatal
2007,Bydgoszcz,pills,4,Fatal
2007,Lublin,gas,1,Fatal
2007,Lublin,poison,1,Fatal
2007,Lublin,damaging circulatory system,1,Fatal
2007,Lublin,self harm,3,Fatal
2007,Lublin,throwing from height,8,Fatal
2007,Lublin,drowning,4,Fatal
2007,Lublin,hanging,204,Fatal
2007,Lublin,throwing to moving vehicle,5,Fatal
2007,Lublin,shooting,2,Fatal
2007,Lublin,pills,0,Fatal
2007,Gorzów Wlkp.,gas,0,Fatal
2007,Gorzów Wlkp.,poison,0,Fatal
2007,Gorzów Wlkp.,damaging circulatory system,0,Fatal
2007,Gorzów Wlkp.,self harm,1,Fatal
2007,Gorzów Wlkp.,throwing from height,3,Fatal
2007,Gorzów Wlkp.,drowning,5,Fatal
2007,Gorzów Wlkp.,hanging,132,Fatal
2007,Gorzów Wlkp.,throwing to moving vehicle,1,Fatal
2007,Gorzów Wlkp.,shooting,4,Fatal
2007,Gorzów Wlkp.,pills,1,Fatal
2007,Łódź,gas,1,Fatal
2007,Łódź,poison,2,Fatal
2007,Łódź,damaging circulatory system,3,Fatal
2007,Łódź,self harm,2,Fatal
2007,Łódź,throwing from height,12,Fatal
2007,Łódź,drowning,2,Fatal
2007,Łódź,hanging,261,Fatal
2007,Łódź,throwing to moving vehicle,7,Fatal
2007,Łódź,shooting,0,Fatal
2007,Łódź,pills,3,Fatal
2007,Kraków,gas,0,Fatal
2007,Kraków,poison,1,Fatal
2007,Kraków,damaging circulatory system,0,Fatal
2007,Kraków,self harm,0,Fatal
2007,Kraków,throwing from height,19,Fatal
2007,Kraków,drowning,6,Fatal
2007,Kraków,hanging,215,Fatal
2007,Kraków,throwing to moving vehicle,3,Fatal
2007,Kraków,shooting,2,Fatal
2007,Kraków,pills,1,Fatal
2007,Radom,gas,1,Fatal
2007,Radom,poison,1,Fatal
2007,Radom,damaging circulatory system,2,Fatal
2007,Radom,self harm,2,Fatal
2007,Radom,throwing from height,10,Fatal
2007,Radom,drowning,8,Fatal
2007,Radom,hanging,232,Fatal
2007,Radom,throwing to moving vehicle,2,Fatal
2007,Radom,shooting,3,Fatal
2007,Radom,pills,1,Fatal
2007,Opole,gas,1,Fatal
2007,Opole,poison,0,Fatal
2007,Opole,damaging circulatory system,0,Fatal
2007,Opole,self harm,0,Fatal
2007,Opole,throwing from height,1,Fatal
2007,Opole,drowning,2,Fatal
2007,Opole,hanging,79,Fatal
2007,Opole,throwing to moving vehicle,2,Fatal
2007,Opole,shooting,0,Fatal
2007,Opole,pills,0,Fatal
2007,Rzeszów,gas,1,Fatal
2007,Rzeszów,poison,0,Fatal
2007,Rzeszów,damaging circulatory system,0,Fatal
2007,Rzeszów,self harm,2,Fatal
2007,Rzeszów,throwing from height,3,Fatal
2007,Rzeszów,drowning,7,Fatal
2007,Rzeszów,hanging,129,Fatal
2007,Rzeszów,throwing to moving vehicle,2,Fatal
2007,Rzeszów,shooting,0,Fatal
2007,Rzeszów,pills,1,Fatal
2007,Białystok,gas,1,Fatal
2007,Białystok,poison,0,Fatal
2007,Białystok,damaging circulatory system,3,Fatal
2007,Białystok,self harm,1,Fatal
2007,Białystok,throwing from height,4,Fatal
2007,Białystok,drowning,4,Fatal
2007,Białystok,hanging,140,Fatal
2007,Białystok,throwing to moving vehicle,1,Fatal
2007,Białystok,shooting,2,Fatal
2007,Białystok,pills,1,Fatal
2007,Gdańsk,gas,1,Fatal
2007,Gdańsk,poison,0,Fatal
2007,Gdańsk,damaging circulatory system,4,Fatal
2007,Gdańsk,self harm,1,Fatal
2007,Gdańsk,throwing from height,11,Fatal
2007,Gdańsk,drowning,2,Fatal
2007,Gdańsk,hanging,178,Fatal
2007,Gdańsk,throwing to moving vehicle,5,Fatal
2007,Gdańsk,shooting,3,Fatal
2007,Gdańsk,pills,0,Fatal
2007,Katowice,gas,1,Fatal
2007,Katowice,poison,1,Fatal
2007,Katowice,damaging circulatory system,6,Fatal
2007,Katowice,self harm,3,Fatal
2007,Katowice,throwing from height,32,Fatal
2007,Katowice,drowning,7,Fatal
2007,Katowice,hanging,273,Fatal
2007,Katowice,throwing to moving vehicle,4,Fatal
2007,Katowice,shooting,1,Fatal
2007,Katowice,pills,8,Fatal
2007,Kielce,gas,0,Fatal
2007,Kielce,poison,1,Fatal
2007,Kielce,damaging circulatory system,0,Fatal
2007,Kielce,self harm,2,Fatal
2007,Kielce,throwing from height,5,Fatal
2007,Kielce,drowning,4,Fatal
2007,Kielce,hanging,106,Fatal
2007,Kielce,throwing to moving vehicle,1,Fatal
2007,Kielce,shooting,2,Fatal
2007,Kielce,pills,0,Fatal
2007,Olsztyn,gas,0,Fatal
2007,Olsztyn,poison,1,Fatal
2007,Olsztyn,damaging circulatory system,0,Fatal
2007,Olsztyn,self harm,0,Fatal
2007,Olsztyn,throwing from height,7,Fatal
2007,Olsztyn,drowning,6,Fatal
2007,Olsztyn,hanging,137,Fatal
2007,Olsztyn,throwing to moving vehicle,2,Fatal
2007,Olsztyn,shooting,2,Fatal
2007,Olsztyn,pills,1,Fatal
2007,Poznań,gas,0,Fatal
2007,Poznań,poison,2,Fatal
2007,Poznań,damaging circulatory system,4,Fatal
2007,Poznań,self harm,0,Fatal
2007,Poznań,throwing from height,14,Fatal
2007,Poznań,drowning,14,Fatal
2007,Poznań,hanging,293,Fatal
2007,Poznań,throwing to moving vehicle,14,Fatal
2007,Poznań,shooting,2,Fatal
2007,Poznań,pills,8,Fatal
2007,Szczecin,gas,0,Fatal
2007,Szczecin,poison,1,Fatal
2007,Szczecin,damaging circulatory system,5,Fatal
2007,Szczecin,self harm,1,Fatal
2007,Szczecin,throwing from height,7,Fatal
2007,Szczecin,drowning,5,Fatal
2007,Szczecin,hanging,112,Fatal
2007,Szczecin,throwing to moving vehicle,3,Fatal
2007,Szczecin,shooting,2,Fatal
2007,Szczecin,pills,2,Fatal
2007,Warszawa,gas,0,Fatal
2007,Warszawa,poison,1,Fatal
2007,Warszawa,damaging circulatory system,3,Fatal
2007,Warszawa,self harm,2,Fatal
2007,Warszawa,throwing from height,25,Fatal
2007,Warszawa,drowning,0,Fatal
2007,Warszawa,hanging,108,Fatal
2007,Warszawa,throwing to moving vehicle,5,Fatal
2007,Warszawa,shooting,2,Fatal
2007,Warszawa,pills,4,Fatal
2008,Wrocław,gas,0,Fatal
2008,Wrocław,poison,1,Fatal
2008,Wrocław,damaging circulatory system,3,Fatal
2008,Wrocław,self harm,0,Fatal
2008,Wrocław,throwing from height,18,Fatal
2008,Wrocław,drowning,5,Fatal
2008,Wrocław,hanging,229,Fatal
2008,Wrocław,throwing to moving vehicle,2,Fatal
2008,Wrocław,shooting,2,Fatal
2008,Wrocław,pills,3,Fatal
2008,Bydgoszcz,gas,1,Fatal
2008,Bydgoszcz,poison,0,Fatal
2008,Bydgoszcz,damaging circulatory system,2,Fatal
2008,Bydgoszcz,self harm,1,Fatal
2008,Bydgoszcz,throwing from height,12,Fatal
2008,Bydgoszcz,drowning,4,Fatal
2008,Bydgoszcz,hanging,236,Fatal
2008,Bydgoszcz,throwing to moving vehicle,6,Fatal
2008,Bydgoszcz,shooting,1,Fatal
2008,Bydgoszcz,pills,2,Fatal
2008,Lublin,gas,1,Fatal
2008,Lublin,poison,2,Fatal
2008,Lublin,damaging circulatory system,1,Fatal
2008,Lublin,self harm,2,Fatal
2008,Lublin,throwing from height,8,Fatal
2008,Lublin,drowning,7,Fatal
2008,Lublin,hanging,269,Fatal
2008,Lublin,throwing to moving vehicle,3,Fatal
2008,Lublin,shooting,2,Fatal
2008,Lublin,pills,0,Fatal
2008,Gorzów Wlkp.,gas,0,Fatal
2008,Gorzów Wlkp.,poison,0,Fatal
2008,Gorzów Wlkp.,damaging circulatory system,1,Fatal
2008,Gorzów Wlkp.,self harm,0,Fatal
2008,Gorzów Wlkp.,throwing from height,8,Fatal
2008,Gorzów Wlkp.,drowning,2,Fatal
2008,Gorzów Wlkp.,hanging,116,Fatal
2008,Gorzów Wlkp.,throwing to moving vehicle,0,Fatal
2008,Gorzów Wlkp.,shooting,0,Fatal
2008,Gorzów Wlkp.,pills,2,Fatal
2008,Łódź,gas,0,Fatal
2008,Łódź,poison,1,Fatal
2008,Łódź,damaging circulatory system,2,Fatal
2008,Łódź,self harm,1,Fatal
2008,Łódź,throwing from height,8,Fatal
2008,Łódź,drowning,5,Fatal
2008,Łódź,hanging,264,Fatal
2008,Łódź,throwing to moving vehicle,3,Fatal
2008,Łódź,shooting,3,Fatal
2008,Łódź,pills,7,Fatal
2008,Kraków,gas,0,Fatal
2008,Kraków,poison,3,Fatal
2008,Kraków,damaging circulatory system,6,Fatal
2008,Kraków,self harm,1,Fatal
2008,Kraków,throwing from height,23,Fatal
2008,Kraków,drowning,5,Fatal
2008,Kraków,hanging,257,Fatal
2008,Kraków,throwing to moving vehicle,2,Fatal
2008,Kraków,shooting,2,Fatal
2008,Kraków,pills,1,Fatal
2008,Radom,gas,0,Fatal
2008,Radom,poison,1,Fatal
2008,Radom,damaging circulatory system,2,Fatal
2008,Radom,self harm,8,Fatal
2008,Radom,throwing from height,11,Fatal
2008,Radom,drowning,8,Fatal
2008,Radom,hanging,392,Fatal
2008,Radom,throwing to moving vehicle,2,Fatal
2008,Radom,shooting,2,Fatal
2008,Radom,pills,4,Fatal
2008,Opole,gas,1,Fatal
2008,Opole,poison,0,Fatal
2008,Opole,damaging circulatory system,0,Fatal
2008,Opole,self harm,1,Fatal
2008,Opole,throwing from height,9,Fatal
2008,Opole,drowning,1,Fatal
2008,Opole,hanging,67,Fatal
2008,Opole,throwing to moving vehicle,2,Fatal
2008,Opole,shooting,3,Fatal
2008,Opole,pills,1,Fatal
2008,Rzeszów,gas,0,Fatal
2008,Rzeszów,poison,3,Fatal
2008,Rzeszów,damaging circulatory system,0,Fatal
2008,Rzeszów,self harm,0,Fatal
2008,Rzeszów,throwing from height,1,Fatal
2008,Rzeszów,drowning,5,Fatal
2008,Rzeszów,hanging,147,Fatal
2008,Rzeszów,throwing to moving vehicle,3,Fatal
2008,Rzeszów,shooting,1,Fatal
2008,Rzeszów,pills,0,Fatal
2008,Białystok,gas,0,Fatal
2008,Białystok,poison,0,Fatal
2008,Białystok,damaging circulatory system,3,Fatal
2008,Białystok,self harm,1,Fatal
2008,Białystok,throwing from height,9,Fatal
2008,Białystok,drowning,5,Fatal
2008,Białystok,hanging,160,Fatal
2008,Białystok,throwing to moving vehicle,1,Fatal
2008,Białystok,shooting,1,Fatal
