year,garnizon,reason,suicides,outcome
2006,Lublin,poor economical condition,12,Fatal
2006,Lublin,committing a crime,4,Fatal
2006,Lublin,unwanted pregnancy,0,Fatal
2006,Lublin,death of a loved one,9,Fatal
2006,Gorzów Wlkp.,mental illness,17,Fatal
2006,Gorzów Wlkp.,physical illness,11,Fatal
2006,Gorzów Wlkp.,virus carrier,0,Fatal
2006,Gorzów Wlkp.,disability,2,Fatal
2006,Gorzów Wlkp.,family problems,17,Fatal
2006,Gorzów Wlkp.,heartbreak,7,Fatal
2006,Gorzów Wlkp.,school/work problems,4,Fatal
2006,Gorzów Wlkp.,loss of source of income,2,Fatal
2006,Gorzów Wlkp.,poor economical condition,10,Fatal
2006,Gorzów Wlkp.,committing a crime,2,Fatal
2006,Gorzów Wlkp.,unwanted pregnancy,0,Fatal
2006,Gorzów Wlkp.,death of a loved one,3,Fatal
2006,Łódź,mental illness,52,Fatal
2006,Łódź,physical illness,32,Fatal
2006,Łódź,virus carrier,0,Fatal
2006,Łódź,disability,0,Fatal
2006,Łódź,family problems,27,Fatal
2006,Łódź,heartbreak,7,Fatal
2006,Łódź,school/work problems,1,Fatal
2006,Łódź,loss of source of income,5,Fatal
2006,Łódź,poor economical condition,24,Fatal
2006,Łódź,committing a crime,6,Fatal
2006,Łódź,unwanted pregnancy,0,Fatal
2006,Łódź,death of a loved one,6,Fatal
2006,Kraków,mental illness,66,Fatal
2006,Kraków,physical illness,23,Fatal
2006,Kraków,virus carrier,0,Fatal
2006,Kraków,disability,2,Fatal
2006,Kraków,family problems,21,Fatal
2006,Kraków,heartbreak,5,Fatal
2006,Kraków,school/work problems,0,Fatal
2006,Kraków,loss of source of income,4,Fatal
2006,Kraków,poor economical condition,16,Fatal
2006,Kraków,committing a crime,5,Fatal
2006,Kraków,unwanted pregnancy,0,Fatal
2006,Kraków,death of a loved one,3,Fatal
2006,Radom,mental illness,24,Fatal
2006,Radom,physical illness,19,Fatal
2006,Radom,virus carrier,0,Fatal
2006,Radom,disability,2,Fatal
2006,Radom,family problems,19,Fatal
2006,Radom,heartbreak,10,Fatal
2006,Radom,school/work problems,1,Fatal
2006,Radom,loss of source of income,3,Fatal
2006,Radom,poor economical condition,8,Fatal
2006,Radom,committing a crime,6,Fatal
2006,Radom,unwanted pregnancy,0,Fatal
2006,Radom,death of a loved one,3,Fatal
2006,Opole,mental illness,23,Fatal
2006,Opole,physical illness,5,Fatal
2006,Opole,virus carrier,0,Fatal
2006,Opole,disability,2,Fatal
2006,Opole,family problems,7,Fatal
2006,Opole,heartbreak,1,Fatal
2006,Opole,school/work problems,0,Fatal
2006,Opole,loss of source of income,2,Fatal
2006,Opole,poor economical condition,2,Fatal
2006,Opole,committing a crime,1,Fatal
2006,Opole,unwanted pregnancy,0,Fatal
2006,Opole,death of a loved one,2,Fatal
2006,Rzeszów,mental illness,51,Fatal
2006,Rzeszów,physical illness,11,Fatal
2006,Rzeszów,virus carrier,0,Fatal
2006,Rzeszów,disability,0,Fatal
2006,Rzeszów,family problems,18,Fatal
2006,Rzeszów,heartbreak,6,Fatal
2006,Rzeszów,school/work problems,2,Fatal
2006,Rzeszów,loss of source of income,5,Fatal
2006,Rzeszów,poor economical condition,11,Fatal
2006,Rzeszów,committing a crime,3,Fatal
2006,Rzeszów,unwanted pregnancy,0,Fatal
2006,Rzeszów,death of a loved one,2,Fatal
2006,Białystok,mental illness,24,Fatal
2006,Białystok,physical illness,11,Fatal
2006,Białystok,virus carrier,0,Fatal
2006,Białystok,disability,1,Fatal
2006,Białystok,family problems,13,Fatal
2006,Białystok,heartbreak,7,Fatal
2006,Białystok,school/work problems,0,Fatal
2006,Białystok,loss of source of income,1,Fatal
2006,Białystok,poor economical condition,7,Fatal
2006,Białystok,committing a crime,2,Fatal
2006,Białystok,unwanted pregnancy,0,Fatal
2006,Białystok,death of a loved one,3,Fatal
2006,Gdańsk,mental illness,42,Fatal
2006,Gdańsk,physical illness,21,Fatal
2006,Gdańsk,virus carrier,1,Fatal
2006,Gdańsk,disability,4,Fatal
2006,Gdańsk,family problems,23,Fatal
2006,Gdańsk,heartbreak,12,Fatal
2006,Gdańsk,school/work problems,6,Fatal
2006,Gdańsk,loss of source of income,4,Fatal
2006,Gdańsk,poor economical condition,15,Fatal
2006,Gdańsk,committing a crime,3,Fatal
2006,Gdańsk,unwanted pregnancy,0,Fatal
2006,Gdańsk,death of a loved one,5,Fatal
2006,Katowice,mental illness,77,Fatal
2006,Katowice,physical illness,42,Fatal
2006,Katowice,virus carrier,1,Fatal
2006,Katowice,disability,7,Fatal
2006,Katowice,family problems,28,Fatal
2006,Katowice,heartbreak,18,Fatal
2006,Katowice,school/work problems,2,Fatal
2006,Katowice,loss of source of income,13,Fatal
2006,Katowice,poor economical condition,36,Fatal
2006,Katowice,committing a crime,5,Fatal
2006,Katowice,unwanted pregnancy,0,Fatal
2006,Katowice,death of a loved one,14,Fatal
2006,Kielce,mental illness,38,Fatal
2006,Kielce,physical illness,10,Fatal
2006,Kielce,virus carrier,0,Fatal
2006,Kielce,disability,1,Fatal
2006,Kielce,family problems,11,Fatal
2006,Kielce,heartbreak,3,Fatal
2006,Kielce,school/work problems,0,Fatal
2006,Kielce,loss of source of income,2,Fatal
2006,Kielce,poor economical condition,4,Fatal
2006,Kielce,committing a crime,5,Fatal
2006,Kielce,unwanted pregnancy,0,Fatal
2006,Kielce,death of a loved one,2,Fatal
2006,Olsztyn,mental illness,18,Fatal
2006,Olsztyn,physical illness,12,Fatal
2006,Olsztyn,virus carrier,0,Fatal
2006,Olsztyn,disability,0,Fatal
2006,Olsztyn,family problems,15,Fatal
2006,Olsztyn,heartbreak,6,Fatal
2006,Olsztyn,school/work problems,0,Fatal
2006,Olsztyn,loss of source of income,1,Fatal
2006,Olsztyn,poor economical condition,9,Fatal
2006,Olsztyn,committing a crime,2,Fatal
2006,Olsztyn,unwanted pregnancy,0,Fatal
2006,Olsztyn,death of a loved one,3,Fatal
2006,Poznań,mental illness,54,Fatal
2006,Poznań,physical illness,25,Fatal
2006,Poznań,virus carrier,0,Fatal
2006,Poznań,disability,1,Fatal
2006,Poznań,family problems,26,Fatal
2006,Poznań,heartbreak,6,Fatal
2006,Poznań,school/work problems,2,Fatal
2006,Poznań,loss of source of income,6,Fatal
2006,Poznań,poor economical condition,19,Fatal
2006,Poznań,committing a crime,1,Fatal
2006,Poznań,unwanted pregnancy,0,Fatal
2006,Poznań,death of a loved one,7,Fatal
2006,Szczecin,mental illness,13,Fatal
2006,Szczecin,physical illness,10,Fatal
2006,Szczecin,virus carrier,0,Fatal
2006,Szczecin,disability,0,Fatal
2006,Szczecin,family problems,24,Fatal
2006,Szczecin,heartbreak,9,Fatal
2006,Szczecin,school/work problems,0,Fatal
2006,Szczecin,loss of source of income,2,Fatal
2006,Szczecin,poor economical condition,7,Fatal
2006,Szczecin,committing a crime,1,Fatal
2006,Szczecin,unwanted pregnancy,0,Fatal
2006,Szczecin,death of a loved one,3,Fatal
2006,Warszawa,mental illness,37,Fatal
2006,Warszawa,physical illness,9,Fatal
2006,Warszawa,virus carrier,0,Fatal
2006,Warszawa,disability,2,Fatal
2006,Warszawa,family problems,14,Fatal
2006,Warszawa,heartbreak,5,Fatal
2006,Warszawa,school/work problems,2,Fatal
2006,Warszawa,loss of source of income,1,Fatal
2006,Warszawa,poor economical condition,5,Fatal
2006,Warszawa,committing a crime,2,Fatal
2006,Warszawa,unwanted pregnancy,0,Fatal
2006,Warszawa,death of a loved one,2,Fatal
2007,Wrocław,mental illness,41,Fatal
2007,Wrocław,physical illness,12,Fatal
2007,Wrocław,virus carrier,0,Fatal
2007,Wrocław,disability,1,Fatal
2007,Wrocław,family problems,22,Fatal
2007,Wrocław,heartbreak,15,Fatal
2007,Wrocław,school/work problems,2,Fatal
2007,Wrocław,loss of source of income,7,Fatal
2007,Wrocław,poor economical condition,8,Fatal
2007,Wrocław,committing a crime,2,Fatal
2007,Wrocław,unwanted pregnancy,1,Fatal
2007,Wrocław,death of a loved one,3,Fatal
2007,Bydgoszcz,mental illness,23,Fatal
2007,Bydgoszcz,physical illness,14,Fatal
2007,Bydgoszcz,virus carrier,0,Fatal
2007,Bydgoszcz,disability,0,Fatal
2007,Bydgoszcz,family problems,14,Fatal
2007,Bydgoszcz,heartbreak,9,Fatal
2007,Bydgoszcz,school/work problems,0,Fatal
2007,Bydgoszcz,loss of source of income,3,Fatal
2007,Bydgoszcz,poor economical condition,6,Fatal
2007,Bydgoszcz,committing a crime,1,Fatal
2007,Bydgoszcz,unwanted pregnancy,0,Fatal
2007,Bydgoszcz,death of a loved one,5,Fatal
2007,Lublin,mental illness,39,Fatal
2007,Lublin,physical illness,20,Fatal
2007,Lublin,virus carrier,1,Fatal
2007,Lublin,disability,1,Fatal
2007,Lublin,family problems,18,Fatal
2007,Lublin,heartbreak,11,Fatal
2007,Lublin,school/work problems,2,Fatal
2007,Lublin,loss of source of income,5,Fatal
2007,Lublin,poor economical condition,8,Fatal
2007,Lublin,committing a crime,4,Fatal
2007,Lublin,unwanted pregnancy,0,Fatal
2007,Lublin,death of a loved one,4,Fatal
2007,Gorzów Wlkp.,mental illness,21,Fatal
2007,Gorzów Wlkp.,physical illness,14,Fatal
2007,Gorzów Wlkp.,virus carrier,0,Fatal
2007,Gorzów Wlkp.,disability,1,Fatal
2007,Gorzów Wlkp.,family problems,20,Fatal
2007,Gorzów Wlkp.,heartbreak,4,Fatal
2007,Gorzów Wlkp.,school/work problems,0,Fatal
2007,Gorzów Wlkp.,loss of source of income,1,Fatal
2007,Gorzów Wlkp.,poor economical condition,6,Fatal
2007,Gorzów Wlkp.,committing a crime,2,Fatal
2007,Gorzów Wlkp.,unwanted pregnancy,0,Fatal
2007,Gorzów Wlkp.,death of a loved one,3,Fatal
2007,Łódź,mental illness,47,Fatal
2007,Łódź,physical illness,27,Fatal
2007,Łódź,virus carrier,0,Fatal
2007,Łódź,disability,3,Fatal
2007,Łódź,family problems,26,Fatal
2007,Łódź,heartbreak,14,Fatal
2007,Łódź,school/work problems,3,Fatal
2007,Łódź,loss of source of income,1,Fatal
2007,Łódź,poor economical condition,13,Fatal
2007,Łódź,committing a crime,6,Fatal
2007,Łódź,unwanted pregnancy,0,Fatal
2007,Łódź,death of a loved one,11,Fatal
2007,Kraków,mental illness,61,Fatal
2007,Kraków,physical illness,18,Fatal
2007,Kraków,virus carrier,0,Fatal
2007,Kraków,disability,1,Fatal
2007,Kraków,family problems,16,Fatal
2007,Kraków,heartbreak,6,Fatal
2007,Kraków,school/work problems,4,Fatal
2007,Kraków,loss of source of income,4,Fatal
2007,Kraków,poor economical condition,7,Fatal
2007,Kraków,committing a crime,0,Fatal
2007,Kraków,unwanted pregnancy,0,Fatal
2007,Kraków,death of a loved one,2,Fatal
2007,Radom,mental illness,30,Fatal
2007,Radom,physical illness,19,Fatal
2007,Radom,virus carrier,0,Fatal
2007,Radom,disability,0,Fatal
2007,Radom,family problems,22,Fatal
2007,Radom,heartbreak,9,Fatal
2007,Radom,school/work problems,0,Fatal
2007,Radom,loss of source of income,2,Fatal
2007,Radom,poor economical condition,8,Fatal
2007,Radom,committing a crime,2,Fatal
2007,Radom,unwanted pregnancy,0,Fatal
2007,Radom,death of a loved one,2,Fatal
2007,Opole,mental illness,17,Fatal
2007,Opole,physical illness,2,Fatal
2007,Opole,virus carrier,0,Fatal
2007,Opole,disability,0,Fatal
2007,Opole,family problems,9,Fatal
2007,Opole,heartbreak,8,Fatal
2007,Opole,school/work problems,0,Fatal
2007,Opole,loss of source of income,1,Fatal
2007,Opole,poor economical condition,4,Fatal
2007,Opole,committing a crime,1,Fatal
2007,Opole,unwanted pregnancy,0,Fatal
2007,Opole,death of a loved one,1,Fatal
2007,Rzeszów,mental illness,34,Fatal
2007,Rzeszów,physical illness,9,Fatal
2007,Rzeszów,virus carrier,0,Fatal
2007,Rzeszów,disability,0,Fatal
2007,Rzeszów,family problems,8,Fatal
2007,Rzeszów,heartbreak,9,Fatal
2007,Rzeszów,school/work problems,1,Fatal
2007,Rzeszów,loss of source of income,0,Fatal
2007,Rzeszów,poor economical condition,5,Fatal
2007,Rzeszów,committing a crime,2,Fatal
2007,Rzeszów,unwanted pregnancy,0,Fatal
2007,Rzeszów,death of a loved one,2,Fatal
2007,Białystok,mental illness,28,Fatal
2007,Białystok,physical illness,3,Fatal
2007,Białystok,virus carrier,0,Fatal
2007,Białystok,disability,0,Fatal
2007,Białystok,family problems,14,Fatal
2007,Białystok,heartbreak,8,Fatal
2007,Białystok,school/work problems,0,Fatal
2007,Białystok,loss of source of income,0,Fatal
2007,Białystok,poor economical condition,5,Fatal
2007,Białystok,committing a crime,2,Fatal
2007,Białystok,unwanted pregnancy,0,Fatal
2007,Białystok,death of a loved one,0,Fatal
2007,Gdańsk,mental illness,24,Fatal
2007,Gdańsk,physical illness,11,Fatal
2007,Gdańsk,virus carrier,0,Fatal
2007,Gdańsk,disability,0,Fatal
2007,Gdańsk,family problems,21,Fatal
2007,Gdańsk,heartbreak,15,Fatal
2007,Gdańsk,school/work problems,2,Fatal
2007,Gdańsk,loss of source of income,3,Fatal
2007,Gdańsk,poor economical condition,10,Fatal
2007,Gdańsk,committing a crime,2,Fatal
2007,Gdańsk,unwanted pregnancy,0,Fatal
2007,Gdańsk,death of a loved one,3,Fatal
2007,Katowice,mental illness,57,Fatal
2007,Katowice,physical illness,37,Fatal
2007,Katowice,virus carrier,0,Fatal
2007,Katowice,disability,0,Fatal
2007,Katowice,family problems,34,Fatal
2007,Katowice,heartbreak,20,Fatal
2007,Katowice,school/work problems,2,Fatal
2007,Katowice,loss of source of income,2,Fatal
2007,Katowice,poor economical condition,25,Fatal
2007,Katowice,committing a crime,4,Fatal
2007,Katowice,unwanted pregnancy,0,Fatal
2007,Katowice,death of a loved one,8,Fatal
2007,Kielce,mental illness,23,Fatal
2007,Kielce,physical illness,10,Fatal
2007,Kielce,virus carrier,0,Fatal
2007,Kielce,disability,0,Fatal
2007,Kielce,family problems,10,Fatal
2007,Kielce,heartbreak,6,Fatal
2007,Kielce,school/work problems,4,Fatal
2007,Kielce,loss of source of income,2,Fatal
2007,Kielce,poor economical condition,3,Fatal
2007,Kielce,committing a crime,1,Fatal
2007,Kielce,unwanted pregnancy,0,Fatal
2007,Kielce,death of a loved one,0,Fatal
2007,Olsztyn,mental illness,18,Fatal
2007,Olsztyn,physical illness,9,Fatal
2007,Olsztyn,virus carrier,0,Fatal
2007,Olsztyn,disability,1,Fatal
2007,Olsztyn,family problems,17,Fatal
2007,Olsztyn,heartbreak,5,Fatal
2007,Olsztyn,school/work problems,3,Fatal
2007,Olsztyn,loss of source of income,1,Fatal
2007,Olsztyn,poor economical condition,9,Fatal
2007,Olsztyn,committing a crime,3,Fatal
2007,Olsztyn,unwanted pregnancy,0,Fatal
2007,Olsztyn,death of a loved one,0,Fatal
2007,Poznań,mental illness,66,Fatal
2007,Poznań,physical illness,27,Fatal
2007,Poznań,virus carrier,0,Fatal
2007,Poznań,disability,1,Fatal
2007,Poznań,family problems,21,Fatal
2007,Poznań,heartbreak,6,Fatal
2007,Poznań,school/work problems,2,Fatal
2007,Poznań,loss of source of income,2,Fatal
2007,Poznań,poor economical condition,13,Fatal
2007,Poznań,committing a crime,4,Fatal
2007,Poznań,unwanted pregnancy,0,Fatal
2007,Poznań,death of a loved one,8,Fatal
2007,Szczecin,mental illness,26,Fatal
2007,Szczecin,physical illness,10,Fatal
2007,Szczecin,virus carrier,0,Fatal
2007,Szczecin,disability,2,Fatal
2007,Szczecin,family problems,7,Fatal
2007,Szczecin,heartbreak,8,Fatal
2007,Szczecin,school/work problems,0,Fatal
2007,Szczecin,loss of source of income,2,Fatal
2007,Szczecin,poor economical condition,8,Fatal
2007,Szczecin,committing a crime,0,Fatal
2007,Szczecin,unwanted pregnancy,0,Fatal
2007,Szczecin,death of a loved one,6,Fatal
2007,Warszawa,mental illness,23,Fatal
2007,Warszawa,physical illness,9,Fatal
2007,Warszawa,virus carrier,0,Fatal
2007,Warszawa,disability,0,Fatal
2007,Warszawa,family problems,8,Fatal
2007,Warszawa,heartbreak,9,Fatal
2007,Warszawa,school/work problems,2,Fatal
2007,Warszawa,loss of source of income,1,Fatal
2007,Warszawa,poor economical condition,5,Fatal
2007,Warszawa,committing a crime,1,Fatal
2007,Warszawa,unwanted pregnancy,0,Fatal
2007,Warszawa,death of a loved one,3,Fatal
2008,Wrocław,mental illness,43,Fatal
2008,Wrocław,physical illness,24,Fatal
2008,Wrocław,virus carrier,0,Fatal
2008,Wrocław,disability,2,Fatal
2008,Wrocław,family problems,33,Fatal
2008,Wrocław,heartbreak,7,Fatal
2008,Wrocław,school/work problems,0,Fatal
2008,Wrocław,loss of source of income,5,Fatal
2008,Wrocław,poor economical condition,18,Fatal
2008,Wrocław,committing a crime,4,Fatal
2008,Wrocław,unwanted pregnancy,0,Fatal
2008,Wrocław,death of a loved one,5,Fatal
2008,Bydgoszcz,mental illness,32,Fatal
2008,Bydgoszcz,physical illness,20,Fatal
2008,Bydgoszcz,virus carrier,1,Fatal
2008,Bydgoszcz,disability,2,Fatal
2008,Bydgoszcz,family problems,27,Fatal
2008,Bydgoszcz,heartbreak,8,Fatal
2008,Bydgoszcz,school/work problems,1,Fatal
2008,Bydgoszcz,loss of source of income,1,Fatal
2008,Bydgoszcz,poor economical condition,13,Fatal
2008,Bydgoszcz,committing a crime,1,Fatal
2008,Bydgoszcz,unwanted pregnancy,0,Fatal
2008,Bydgoszcz,death of a loved one,1,Fatal
2008,Lublin,mental illness,57,Fatal
2008,Lublin,physical illness,16,Fatal
2008,Lublin,virus carrier,0,Fatal
2008,Lublin,disability,1,Fatal
2008,Lublin,family problems,20,Fatal
2008,Lublin,heartbreak,15,Fatal
2008,Lublin,school/work problems,2,Fatal
2008,Lublin,loss of source of income,0,Fatal
2008,Lublin,poor economical condition,10,Fatal
2008,Lublin,committing a crime,5,Fatal
2008,Lublin,unwanted pregnancy,0,Fatal
2008,Lublin,death of a loved one,4,Fatal
2008,Gorzów Wlkp.,mental illness,19,Fatal
2008,Gorzów Wlkp.,physical illness,13,Fatal
2008,Gorzów Wlkp.,virus carrier,0,Fatal
2008,Gorzów Wlkp.,disability,0,Fatal
2008,Gorzów Wlkp.,family problems,11,Fatal
2008,Gorzów Wlkp.,heartbreak,8,Fatal
2008,Gorzów Wlkp.,school/work problems,1,Fatal
2008,Gorzów Wlkp.,loss of source of income,3,Fatal
2008,Gorzów Wlkp.,poor economical condition,4,Fatal
2008,Gorzów Wlkp.,committing a crime,0,Fatal
2008,Gorzów Wlkp.,unwanted pregnancy,1,Fatal
2008,Gorzów Wlkp.,death of a loved one,3,Fatal
2008,Łódź,mental illness,47,Fatal
2008,Łódź,physical illness,30,Fatal
2008,Łódź,virus carrier,0,Fatal
2008,Łódź,disability,0,Fatal
2008,Łódź,family problems,30,Fatal
2008,Łódź,heartbreak,15,Fatal
2008,Łódź,school/work problems,1,Fatal
2008,Łódź,loss of source of income,8,Fatal
2008,Łódź,poor economical condition,15,Fatal
2008,Łódź,committing a crime,2,Fatal
2008,Łódź,unwanted pregnancy,0,Fatal
2008,Łódź,death of a loved one,3,Fatal
2008,Kraków,mental illness,70,Fatal
2008,Kraków,physical illness,24,Fatal
2008,Kraków,virus carrier,0,Fatal
2008,Kraków,disability,0,Fatal
2008,Kraków,family problems,29,Fatal
2008,Kraków,heartbreak,20,Fatal
2008,Kraków,school/work problems,4,Fatal
2008,Kraków,loss of source of income,1,Fatal
2008,Kraków,poor economical condition,16,Fatal
2008,Kraków,committing a crime,3,Fatal
2008,Kraków,unwanted pregnancy,0,Fatal
2008,Kraków,death of a loved one,3,Fatal
2008,Radom,mental illness,63,Fatal
2008,Radom,physical illness,21,Fatal
2008,Radom,virus carrier,0,Fatal
2008,Radom,disability,2,Fatal
2008,Radom,family problems,24,Fatal
2008,Radom,heartbreak,19,Fatal
2008,Radom,school/work problems,4,Fatal
2008,Radom,loss of source of income,5,Fatal
2008,Radom,poor economical condition,19,Fatal
2008,Radom,committing a crime,5,Fatal
2008,Radom,unwanted pregnancy,0,Fatal
2008,Radom,death of a loved one,8,Fatal
2008,Opole,mental illness,9,Fatal
2008,Opole,physical illness,2,Fatal
2008,Opole,virus carrier,0,Fatal
2008,Opole,disability,0,Fatal
2008,Opole,family problems,7,Fatal
2008,Opole,heartbreak,7,Fatal
2008,Opole,school/work problems,1,Fatal
2008,Opole,loss of source of income,2,Fatal
2008,Opole,poor economical condition,4,Fatal
2008,Opole,committing a crime,2,Fatal
2008,Opole,unwanted pregnancy,0,Fatal
2008,Opole,death of a loved one,2,Fatal
2008,Rzeszów,mental illness,28,Fatal
2008,Rzeszów,physical illness,11,Fatal
2008,Rzeszów,virus carrier,0,Fatal
2008,Rzeszów,disability,0,Fatal
2008,Rzeszów,family problems,6,Fatal
2008,Rzeszów,heartbreak,11,Fatal
2008,Rzeszów,school/work problems,1,Fatal
2008,Rzeszów,loss of source of income,5,Fatal
2008,Rzeszów,poor economical condition,3,Fatal
2008,Rzeszów,committing a crime,1,Fatal
2008,Rzeszów,unwanted pregnancy,0,Fatal
2008,Rzeszów,death of a loved one,2,Fatal
2008,Białystok,mental illness,41,Fatal
2008,Białystok,physical illness,13,Fatal
2008,Białystok,virus carrier,0,Fatal
2008,Białystok,disability,0,Fatal
2008,Białystok,family problems,11,Fatal
2008,Białystok,heartbreak,8,Fatal
2008,Białystok,school/work problems,0,Fatal
2008,Białystok,loss of source of income,1,Fatal
2008,Białystok,poor economical condition,3,Fatal
2008,Białystok,committing a crime,2,Fatal
2008,Białystok,unwanted pregnancy,0,Fatal
2008,Białystok,death of a loved one,5,Fatal
2008,Gdańsk,mental illness,31,Fatal
2008,Gdańsk,physical illness,14,Fatal
2008,Gdańsk,virus carrier,0,Fatal
2008,Gdańsk,disability,0,Fatal
2008,Gdańsk,family problems,16,Fatal
2008,Gdańsk,heartbreak,16,Fatal
2008,Gdańsk,school/work problems,2,Fatal
2008,Gdańsk,loss of source of income,4,Fatal
2008,Gdańsk,poor economical condition,10,Fatal
2008,Gdańsk,committing a crime,2,Fatal
2008,Gdańsk,unwanted pregnancy,0,Fatal
2008,Gdańsk,death of a loved one,2,Fatal
2008,Katowice,mental illness,68,Fatal
2008,Katowice,physical illness,28,Fatal
2008,Katowice,virus carrier,0,Fatal
2008,Katowice,disability,1,Fatal
2008,Katowice,family problems,47,Fatal
2008,Katowice,heartbreak,20,Fatal
2008,Katowice,school/work problems,4,Fatal
2008,Katowice,loss of source of income,4,Fatal
2008,Katowice,poor economical condition,30,Fatal
2008,Katowice,committing a crime,8,Fatal
2008,Katowice,unwanted pregnancy,1,Fatal
2008,Katowice,death of a loved one,8,Fatal
2008,Kielce,mental illness,17,Fatal
2008,Kielce,physical illness,7,Fatal
2008,Kielce,virus carrier,0,Fatal
2008,Kielce,disability,1,Fatal
2008,Kielce,family problems,13,Fatal
2008,Kielce,heartbreak,4,Fatal
2008,Kielce,school/work problems,0,Fatal
2008,Kielce,loss of source of income,1,Fatal
2008,Kielce,poor economical condition,3,Fatal
2008,Kielce,committing a crime,0,Fatal
2008,Kielce,unwanted pregnancy,0,Fatal
2008,Kielce,death of a loved one,3,Fatal
2008,Olsztyn,mental illness,14,Fatal
2008,Olsztyn,physical illness,9,Fatal
2008,Olsztyn,virus carrier,0,Fatal
2008,Olsztyn,disability,0,Fatal
2008,Olsztyn,family problems,15,Fatal
2008,Olsztyn,heartbreak,7,Fatal
2008,Olsztyn,school/work problems,2,Fatal
2008,Olsztyn,loss of source of income,3,Fatal
2008,Olsztyn,poor economical condition,12,Fatal
2008,Olsztyn,committing a crime,0,Fatal
2008,Olsztyn,unwanted pregnancy,1,Fatal
2008,Olsztyn,death of a loved one,4,Fatal
2008,Poznań,mental illness,55,Fatal
2008,Poznań,physical illness,24,Fatal
2008,Poznań,virus carrier,0,Fatal
2008,Poznań,disability,4,Fatal
2008,Poznań,family problems,22,Fatal
2008,Poznań,heartbreak,13,Fatal
2008,Poznań,school/work problems,2,Fatal
2008,Poznań,loss of source of income,2,Fatal
2008,Poznań,poor economical condition,11,Fatal
2008,Poznań,committing a crime,4,Fatal
2008,Poznań,unwanted pregnancy,0,Fatal
2008,Poznań,death of a loved one,3,Fatal
2008,Szczecin,mental illness,23,Fatal
2008,Szczecin,physical illness,16,Fatal
2008,Szczecin,virus carrier,0,Fatal
2008,Szczecin,disability,0,Fatal
2008,Szczecin,family problems,24,Fatal
2008,Szczecin,heartbreak,5,Fatal
2008,Szczecin,school/work problems,1,Fatal
2008,Szczecin,loss of source of income,3,Fatal
2008,Szczecin,poor economical condition,9,Fatal
2008,Szczecin,committing a crime,1,Fatal
2008,Szczecin,unwanted pregnancy,0,Fatal
2008,Szczecin,death of a loved one,2,Fatal
2008,Warszawa,mental illness,29,Fatal
2008,Warszawa,physical illness,17,Fatal
2008,Warszawa,virus carrier,3,Fatal
2008,Warszawa,disability,1,Fatal
2008,Warszawa,family problems,23,Fatal
2008,Warszawa,heartbreak,9,Fatal
2008,Warszawa,school/work problems,1,Fatal
2008,Warszawa,loss of source of income,3,Fatal
2008,Warszawa,poor economical condition,7,Fatal
2008,Warszawa,committing a crime,1,Fatal
2008,Warszawa,unwanted pregnancy,0,Fatal
2008,Warszawa,death of a loved one,1,Fatal
2009,Wrocław,mental illness,23,Fatal
2009,Wrocław,physical illness,25,Fatal
2009,Wrocław,virus carrier,0,Fatal
2009,Wrocław,disability,3,Fatal
2009,Wrocław,family problems,30,Fatal
2009,Wrocław,heartbreak,12,Fatal
2009,Wrocław,school/work problems,1,Fatal
2009,Wrocław,loss of source of income,4,Fatal
2009,Wrocław,poor economical condition,13,Fatal
2009,Wrocław,committing a crime,1,Fatal
2009,Wrocław,unwanted pregnancy,0,Fatal
2009,Wrocław,death of a loved one,4,Fatal
2009,Bydgoszcz,mental illness,45,Fatal
2009,Bydgoszcz,physical illness,18,Fatal
2009,Bydgoszcz,virus carrier,0,Fatal
2009,Bydgoszcz,disability,1,Fatal
2009,Bydgoszcz,family problems,29,Fatal
2009,Bydgoszcz,heartbreak,9,Fatal
2009,Bydgoszcz,school/work problems,1,Fatal
2009,Bydgoszcz,loss of source of income,9,Fatal
2009,Bydgoszcz,poor economical condition,19,Fatal
2009,Bydgoszcz,committing a crime,4,Fatal
2009,Bydgoszcz,unwanted pregnancy,0,Fatal
2009,Bydgoszcz,death of a loved one,3,Fatal
2009,Lublin,mental illness,38,Fatal
2009,Lublin,physical illness,15,Fatal
2009,Lublin,virus carrier,0,Fatal
2009,Lublin,disability,1,Fatal
2009,Lublin,family problems,23,Fatal
2009,Lublin,heartbreak,14,Fatal
2009,Lublin,school/work problems,6,Fatal
2009,Lublin,loss of source of income,5,Fatal
2009,Lublin,poor economical condition,15,Fatal
2009,Lublin,committing a crime,1,Fatal
2009,Lublin,unwanted pregnancy,0,Fatal
2009,Lublin,death of a loved one,5,Fatal
2009,Gorzów Wlkp.,mental illness,18,Fatal
2009,Gorzów Wlkp.,physical illness,11,Fatal
2009,Gorzów Wlkp.,virus carrier,0,Fatal
2009,Gorzów Wlkp.,disability,1,Fatal
2009,Gorzów Wlkp.,family problems,17,Fatal
2009,Gorzów Wlkp.,heartbreak,9,Fatal
2009,Gorzów Wlkp.,school/work problems,0,Fatal
2009,Gorzów Wlkp.,loss of source of income,5,Fatal
2009,Gorzów Wlkp.,poor economical condition,14,Fatal
2009,Gorzów Wlkp.,committing a crime,1,Fatal
2009,Gorzów Wlkp.,unwanted pregnancy,0,Fatal
2009,Gorzów Wlkp.,death of a loved one,3,Fatal
2009,Łódź,mental illness,41,Fatal
2009,Łódź,physical illness,24,Fatal
