year,garnizon,job,suicides,outcome
2023,Katowice,self-employed,49,Attempted
2023,Katowice,farmer,2,Attempted
2023,Katowice,student (elementary),276,Attempted
2023,Katowice,student (college/university),18,Attempted
2023,Katowice,unemployed,360,Attempted
2023,Kielce,permanent,112,Attempted
2023,Kielce,casual,43,Attempted
2023,Kielce,self-employed,22,Attempted
2023,Kielce,farmer,14,Attempted
2023,Kielce,student (elementary),85,Attempted
2023,Kielce,student (college/university),5,Attempted
2023,Kielce,unemployed,153,Attempted
2023,Kraków,permanent,160,Attempted
2023,Kraków,casual,57,Attempted
2023,Kraków,self-employed,24,Attempted
2023,Kraków,farmer,15,Attempted
2023,Kraków,student (elementary),178,Attempted
2023,Kraków,student (college/university),17,Attempted
2023,Kraków,unemployed,188,Attempted
2023,Łódź,permanent,223,Attempted
2023,Łódź,casual,80,Attempted
2023,Łódź,self-employed,30,Attempted
2023,Łódź,farmer,15,Attempted
2023,Łódź,student (elementary),223,Attempted
2023,Łódź,student (college/university),21,Attempted
2023,Łódź,unemployed,256,Attempted
2023,Lublin,permanent,108,Attempted
2023,Lublin,casual,61,Attempted
2023,Lublin,self-employed,22,Attempted
2023,Lublin,farmer,25,Attempted
2023,Lublin,student (elementary),111,Attempted
2023,Lublin,student (college/university),12,Attempted
2023,Lublin,unemployed,104,Attempted
2023,Olsztyn,permanent,62,Attempted
2023,Olsztyn,casual,41,Attempted
2023,Olsztyn,self-employed,10,Attempted
2023,Olsztyn,farmer,14,Attempted
2023,Olsztyn,student (elementary),93,Attempted
2023,Olsztyn,student (college/university),3,Attempted
2023,Olsztyn,unemployed,104,Attempted
2023,Opole,permanent,49,Attempted
2023,Opole,casual,22,Attempted
2023,Opole,self-employed,4,Attempted
2023,Opole,farmer,3,Attempted
2023,Opole,student (elementary),21,Attempted
2023,Opole,student (college/university),2,Attempted
2023,Opole,unemployed,53,Attempted
2023,Poznań,permanent,194,Attempted
2023,Poznań,casual,76,Attempted
2023,Poznań,self-employed,30,Attempted
2023,Poznań,farmer,36,Attempted
2023,Poznań,student (elementary),118,Attempted
2023,Poznań,student (college/university),2,Attempted
2023,Poznań,unemployed,198,Attempted
2023,Rzeszów,permanent,99,Attempted
2023,Rzeszów,casual,44,Attempted
2023,Rzeszów,self-employed,16,Attempted
2023,Rzeszów,farmer,11,Attempted
2023,Rzeszów,student (elementary),76,Attempted
2023,Rzeszów,student (college/university),7,Attempted
2023,Rzeszów,unemployed,170,Attempted
2023,Szczecin,permanent,83,Attempted
2023,Szczecin,casual,42,Attempted
2023,Szczecin,self-employed,11,Attempted
2023,Szczecin,farmer,7,Attempted
2023,Szczecin,student (elementary),75,Attempted
2023,Szczecin,student (college/university),2,Attempted
2023,Szczecin,unemployed,112,Attempted
2023,Warszawa,permanent,111,Attempted
2023,Warszawa,casual,34,Attempted
2023,Warszawa,self-employed,16,Attempted
2023,Warszawa,farmer,4,Attempted
2023,Warszawa,student (elementary),69,Attempted
2023,Warszawa,student (college/university),14,Attempted
2023,Warszawa,unemployed,82,Attempted
2023,Radom,permanent,101,Attempted
2023,Radom,casual,68,Attempted
2023,Radom,self-employed,11,Attempted
2023,Radom,farmer,42,Attempted
2023,Radom,student (elementary),70,Attempted
2023,Radom,student (college/university),1,Attempted
2023,Radom,unemployed,124,Attempted
2023,Wrocław,permanent,109,Attempted
2023,Wrocław,casual,40,Attempted
2023,Wrocław,self-employed,14,Attempted
2023,Wrocław,farmer,1,Attempted
2023,Wrocław,student (elementary),83,Attempted
2023,Wrocław,student (college/university),8,Attempted
2023,Wrocław,unemployed,135,Attempted
1999,Wrocław,manual,50,Fatal
1999,Wrocław,white collar,11,Fatal
1999,Wrocław,self-employed,9,Fatal
1999,Wrocław,farmer,10,Fatal
1999,Wrocław,student (elementary),11,Fatal
1999,Wrocław,student (college/university),3,Fatal
1999,Wrocław,unemployed,91,Fatal
1999,Bydgoszcz,manual,44,Fatal
1999,Bydgoszcz,white collar,6,Fatal
1999,Bydgoszcz,self-employed,12,Fatal
1999,Bydgoszcz,farmer,27,Fatal
1999,Bydgoszcz,student (elementary),16,Fatal
1999,Bydgoszcz,student (college/university),3,Fatal
1999,Bydgoszcz,unemployed,46,Fatal
1999,Lublin,manual,30,Fatal
1999,Lublin,white collar,9,Fatal
1999,Lublin,self-employed,4,Fatal
1999,Lublin,farmer,57,Fatal
1999,Lublin,student (elementary),15,Fatal
1999,Lublin,student (college/university),2,Fatal
1999,Lublin,unemployed,46,Fatal
1999,Gorzów Wlkp.,manual,18,Fatal
1999,Gorzów Wlkp.,white collar,7,Fatal
1999,Gorzów Wlkp.,self-employed,7,Fatal
1999,Gorzów Wlkp.,farmer,9,Fatal
1999,Gorzów Wlkp.,student (elementary),9,Fatal
1999,Gorzów Wlkp.,student (college/university),1,Fatal
1999,Gorzów Wlkp.,unemployed,43,Fatal
1999,Łódź,manual,53,Fatal
1999,Łódź,white collar,14,Fatal
1999,Łódź,self-employed,7,Fatal
1999,Łódź,farmer,58,Fatal
1999,Łódź,student (elementary),14,Fatal
1999,Łódź,student (college/university),2,Fatal
1999,Łódź,unemployed,109,Fatal
1999,Kraków,manual,59,Fatal
1999,Kraków,white collar,10,Fatal
1999,Kraków,self-employed,12,Fatal
1999,Kraków,farmer,45,Fatal
1999,Kraków,student (elementary),12,Fatal
1999,Kraków,student (college/university),9,Fatal
1999,Kraków,unemployed,41,Fatal
1999,Radom,manual,57,Fatal
1999,Radom,white collar,11,Fatal
1999,Radom,self-employed,14,Fatal
1999,Radom,farmer,74,Fatal
1999,Radom,student (elementary),16,Fatal
1999,Radom,student (college/university),2,Fatal
1999,Radom,unemployed,89,Fatal
1999,Opole,manual,28,Fatal
1999,Opole,white collar,6,Fatal
1999,Opole,self-employed,1,Fatal
1999,Opole,farmer,15,Fatal
1999,Opole,student (elementary),10,Fatal
1999,Opole,student (college/university),0,Fatal
1999,Opole,unemployed,27,Fatal
1999,Rzeszów,manual,38,Fatal
1999,Rzeszów,white collar,7,Fatal
1999,Rzeszów,self-employed,2,Fatal
1999,Rzeszów,farmer,16,Fatal
1999,Rzeszów,student (elementary),17,Fatal
1999,Rzeszów,student (college/university),3,Fatal
1999,Rzeszów,unemployed,43,Fatal
1999,Białystok,manual,20,Fatal
1999,Białystok,white collar,6,Fatal
1999,Białystok,self-employed,1,Fatal
1999,Białystok,farmer,35,Fatal
1999,Białystok,student (elementary),10,Fatal
1999,Białystok,student (college/university),2,Fatal
1999,Białystok,unemployed,48,Fatal
1999,Gdańsk,manual,59,Fatal
1999,Gdańsk,white collar,7,Fatal
1999,Gdańsk,self-employed,13,Fatal
1999,Gdańsk,farmer,12,Fatal
1999,Gdańsk,student (elementary),8,Fatal
1999,Gdańsk,student (college/university),1,Fatal
1999,Gdańsk,unemployed,58,Fatal
1999,Katowice,manual,113,Fatal
1999,Katowice,white collar,9,Fatal
1999,Katowice,self-employed,27,Fatal
1999,Katowice,farmer,9,Fatal
1999,Katowice,student (elementary),25,Fatal
1999,Katowice,student (college/university),4,Fatal
1999,Katowice,unemployed,90,Fatal
1999,Kielce,manual,31,Fatal
1999,Kielce,white collar,5,Fatal
1999,Kielce,self-employed,7,Fatal
1999,Kielce,farmer,40,Fatal
1999,Kielce,student (elementary),7,Fatal
1999,Kielce,student (college/university),1,Fatal
1999,Kielce,unemployed,41,Fatal
1999,Olsztyn,manual,26,Fatal
1999,Olsztyn,white collar,3,Fatal
1999,Olsztyn,self-employed,5,Fatal
1999,Olsztyn,farmer,17,Fatal
1999,Olsztyn,student (elementary),12,Fatal
1999,Olsztyn,student (college/university),3,Fatal
1999,Olsztyn,unemployed,47,Fatal
1999,Poznań,manual,100,Fatal
1999,Poznań,white collar,28,Fatal
1999,Poznań,self-employed,18,Fatal
1999,Poznań,farmer,58,Fatal
1999,Poznań,student (elementary),33,Fatal
1999,Poznań,student (college/university),6,Fatal
1999,Poznań,unemployed,111,Fatal
1999,Szczecin,manual,42,Fatal
1999,Szczecin,white collar,6,Fatal
1999,Szczecin,self-employed,8,Fatal
1999,Szczecin,farmer,9,Fatal
1999,Szczecin,student (elementary),16,Fatal
1999,Szczecin,student (college/university),3,Fatal
1999,Szczecin,unemployed,70,Fatal
1999,Warszawa,manual,23,Fatal
1999,Warszawa,white collar,7,Fatal
1999,Warszawa,self-employed,6,Fatal
1999,Warszawa,farmer,0,Fatal
1999,Warszawa,student (elementary),6,Fatal
1999,Warszawa,student (college/university),3,Fatal
1999,Warszawa,unemployed,21,Fatal
2000,Wrocław,manual,47,Fatal
2000,Wrocław,white collar,6,Fatal
2000,Wrocław,self-employed,20,Fatal
2000,Wrocław,farmer,18,Fatal
2000,Wrocław,student (elementary),20,Fatal
2000,Wrocław,student (college/university),3,Fatal
2000,Wrocław,unemployed,104,Fatal
2000,Bydgoszcz,manual,41,Fatal
2000,Bydgoszcz,white collar,8,Fatal
2000,Bydgoszcz,self-employed,8,Fatal
2000,Bydgoszcz,farmer,21,Fatal
2000,Bydgoszcz,student (elementary),10,Fatal
2000,Bydgoszcz,student (college/university),1,Fatal
2000,Bydgoszcz,unemployed,58,Fatal
2000,Lublin,manual,24,Fatal
2000,Lublin,white collar,6,Fatal
2000,Lublin,self-employed,6,Fatal
2000,Lublin,farmer,47,Fatal
2000,Lublin,student (elementary),15,Fatal
2000,Lublin,student (college/university),2,Fatal
2000,Lublin,unemployed,65,Fatal
2000,Gorzów Wlkp.,manual,15,Fatal
2000,Gorzów Wlkp.,white collar,4,Fatal
2000,Gorzów Wlkp.,self-employed,8,Fatal
2000,Gorzów Wlkp.,farmer,3,Fatal
2000,Gorzów Wlkp.,student (elementary),3,Fatal
2000,Gorzów Wlkp.,student (college/university),2,Fatal
2000,Gorzów Wlkp.,unemployed,47,Fatal
2000,Łódź,manual,55,Fatal
2000,Łódź,white collar,6,Fatal
2000,Łódź,self-employed,6,Fatal
2000,Łódź,farmer,39,Fatal
2000,Łódź,student (elementary),17,Fatal
2000,Łódź,student (college/university),3,Fatal
2000,Łódź,unemployed,93,Fatal
2000,Kraków,manual,54,Fatal
2000,Kraków,white collar,18,Fatal
2000,Kraków,self-employed,25,Fatal
2000,Kraków,farmer,61,Fatal
2000,Kraków,student (elementary),18,Fatal
2000,Kraków,student (college/university),3,Fatal
2000,Kraków,unemployed,94,Fatal
2000,Radom,manual,57,Fatal
2000,Radom,white collar,13,Fatal
2000,Radom,self-employed,17,Fatal
2000,Radom,farmer,59,Fatal
2000,Radom,student (elementary),19,Fatal
2000,Radom,student (college/university),4,Fatal
2000,Radom,unemployed,85,Fatal
2000,Opole,manual,21,Fatal
2000,Opole,white collar,5,Fatal
2000,Opole,self-employed,9,Fatal
2000,Opole,farmer,6,Fatal
2000,Opole,student (elementary),12,Fatal
2000,Opole,student (college/university),1,Fatal
2000,Opole,unemployed,39,Fatal
2000,Rzeszów,manual,50,Fatal
2000,Rzeszów,white collar,14,Fatal
2000,Rzeszów,self-employed,7,Fatal
2000,Rzeszów,farmer,37,Fatal
2000,Rzeszów,student (elementary),16,Fatal
2000,Rzeszów,student (college/university),6,Fatal
2000,Rzeszów,unemployed,76,Fatal
2000,Białystok,manual,22,Fatal
2000,Białystok,white collar,6,Fatal
2000,Białystok,self-employed,8,Fatal
2000,Białystok,farmer,38,Fatal
2000,Białystok,student (elementary),17,Fatal
2000,Białystok,student (college/university),3,Fatal
2000,Białystok,unemployed,40,Fatal
2000,Gdańsk,manual,46,Fatal
2000,Gdańsk,white collar,7,Fatal
2000,Gdańsk,self-employed,13,Fatal
2000,Gdańsk,farmer,6,Fatal
2000,Gdańsk,student (elementary),13,Fatal
2000,Gdańsk,student (college/university),2,Fatal
2000,Gdańsk,unemployed,75,Fatal
2000,Katowice,manual,89,Fatal
2000,Katowice,white collar,18,Fatal
2000,Katowice,self-employed,16,Fatal
2000,Katowice,farmer,6,Fatal
2000,Katowice,student (elementary),18,Fatal
2000,Katowice,student (college/university),2,Fatal
2000,Katowice,unemployed,113,Fatal
2000,Kielce,manual,27,Fatal
2000,Kielce,white collar,4,Fatal
2000,Kielce,self-employed,4,Fatal
2000,Kielce,farmer,26,Fatal
2000,Kielce,student (elementary),14,Fatal
2000,Kielce,student (college/university),2,Fatal
2000,Kielce,unemployed,49,Fatal
2000,Olsztyn,manual,14,Fatal
2000,Olsztyn,white collar,4,Fatal
2000,Olsztyn,self-employed,3,Fatal
2000,Olsztyn,farmer,14,Fatal
2000,Olsztyn,student (elementary),3,Fatal
2000,Olsztyn,student (college/university),1,Fatal
2000,Olsztyn,unemployed,39,Fatal
2000,Poznań,manual,84,Fatal
2000,Poznań,white collar,17,Fatal
2000,Poznań,self-employed,22,Fatal
2000,Poznań,farmer,52,Fatal
2000,Poznań,student (elementary),18,Fatal
2000,Poznań,student (college/university),3,Fatal
2000,Poznań,unemployed,96,Fatal
2000,Szczecin,manual,22,Fatal
2000,Szczecin,white collar,4,Fatal
2000,Szczecin,self-employed,8,Fatal
2000,Szczecin,farmer,9,Fatal
2000,Szczecin,student (elementary),9,Fatal
2000,Szczecin,student (college/university),0,Fatal
2000,Szczecin,unemployed,67,Fatal
2000,Warszawa,manual,13,Fatal
2000,Warszawa,white collar,8,Fatal
2000,Warszawa,self-employed,8,Fatal
2000,Warszawa,farmer,0,Fatal
2000,Warszawa,student (elementary),4,Fatal
2000,Warszawa,student (college/university),0,Fatal
2000,Warszawa,unemployed,18,Fatal
2001,Wrocław,manual,44,Fatal
2001,Wrocław,white collar,9,Fatal
2001,Wrocław,self-employed,9,Fatal
2001,Wrocław,farmer,3,Fatal
2001,Wrocław,student (elementary),15,Fatal
2001,Wrocław,student (college/university),2,Fatal
2001,Wrocław,unemployed,108,Fatal
2001,Bydgoszcz,manual,30,Fatal
2001,Bydgoszcz,white collar,5,Fatal
2001,Bydgoszcz,self-employed,7,Fatal
2001,Bydgoszcz,farmer,13,Fatal
2001,Bydgoszcz,student (elementary),11,Fatal
2001,Bydgoszcz,student (college/university),3,Fatal
2001,Bydgoszcz,unemployed,72,Fatal
2001,Lublin,manual,36,Fatal
2001,Lublin,white collar,9,Fatal
2001,Lublin,self-employed,7,Fatal
2001,Lublin,farmer,45,Fatal
2001,Lublin,student (elementary),16,Fatal
2001,Lublin,student (college/university),4,Fatal
2001,Lublin,unemployed,69,Fatal
2001,Gorzów Wlkp.,manual,15,Fatal
2001,Gorzów Wlkp.,white collar,5,Fatal
2001,Gorzów Wlkp.,self-employed,3,Fatal
2001,Gorzów Wlkp.,farmer,5,Fatal
2001,Gorzów Wlkp.,student (elementary),11,Fatal
2001,Gorzów Wlkp.,student (college/university),0,Fatal
2001,Gorzów Wlkp.,unemployed,63,Fatal
2001,Łódź,manual,39,Fatal
2001,Łódź,white collar,11,Fatal
2001,Łódź,self-employed,8,Fatal
2001,Łódź,farmer,41,Fatal
2001,Łódź,student (elementary),16,Fatal
2001,Łódź,student (college/university),1,Fatal
2001,Łódź,unemployed,98,Fatal
2001,Kraków,manual,65,Fatal
2001,Kraków,white collar,22,Fatal
2001,Kraków,self-employed,23,Fatal
2001,Kraków,farmer,52,Fatal
2001,Kraków,student (elementary),16,Fatal
2001,Kraków,student (college/university),5,Fatal
2001,Kraków,unemployed,99,Fatal
2001,Radom,manual,52,Fatal
2001,Radom,white collar,9,Fatal
2001,Radom,self-employed,8,Fatal
2001,Radom,farmer,58,Fatal
2001,Radom,student (elementary),22,Fatal
2001,Radom,student (college/university),4,Fatal
2001,Radom,unemployed,126,Fatal
2001,Opole,manual,28,Fatal
2001,Opole,white collar,5,Fatal
2001,Opole,self-employed,7,Fatal
2001,Opole,farmer,8,Fatal
2001,Opole,student (elementary),4,Fatal
2001,Opole,student (college/university),0,Fatal
2001,Opole,unemployed,31,Fatal
2001,Rzeszów,manual,29,Fatal
2001,Rzeszów,white collar,9,Fatal
2001,Rzeszów,self-employed,11,Fatal
2001,Rzeszów,farmer,38,Fatal
2001,Rzeszów,student (elementary),16,Fatal
2001,Rzeszów,student (college/university),3,Fatal
2001,Rzeszów,unemployed,74,Fatal
2001,Białystok,manual,26,Fatal
2001,Białystok,white collar,7,Fatal
2001,Białystok,self-employed,4,Fatal
2001,Białystok,farmer,24,Fatal
2001,Białystok,student (elementary),12,Fatal
2001,Białystok,student (college/university),2,Fatal
2001,Białystok,unemployed,47,Fatal
2001,Gdańsk,manual,33,Fatal
2001,Gdańsk,white collar,11,Fatal
2001,Gdańsk,self-employed,9,Fatal
2001,Gdańsk,farmer,11,Fatal
2001,Gdańsk,student (elementary),10,Fatal
2001,Gdańsk,student (college/university),4,Fatal
2001,Gdańsk,unemployed,67,Fatal
2001,Katowice,manual,80,Fatal
2001,Katowice,white collar,16,Fatal
2001,Katowice,self-employed,15,Fatal
2001,Katowice,farmer,6,Fatal
2001,Katowice,student (elementary),17,Fatal
2001,Katowice,student (college/university),2,Fatal
2001,Katowice,unemployed,105,Fatal
2001,Kielce,manual,20,Fatal
2001,Kielce,white collar,5,Fatal
2001,Kielce,self-employed,6,Fatal
2001,Kielce,farmer,25,Fatal
2001,Kielce,student (elementary),10,Fatal
2001,Kielce,student (college/university),1,Fatal
2001,Kielce,unemployed,49,Fatal
2001,Olsztyn,manual,28,Fatal
2001,Olsztyn,white collar,4,Fatal
2001,Olsztyn,self-employed,9,Fatal
2001,Olsztyn,farmer,14,Fatal
2001,Olsztyn,student (elementary),8,Fatal
2001,Olsztyn,student (college/university),1,Fatal
2001,Olsztyn,unemployed,64,Fatal
2001,Poznań,manual,78,Fatal
2001,Poznań,white collar,12,Fatal
2001,Poznań,self-employed,19,Fatal
2001,Poznań,farmer,55,Fatal
2001,Poznań,student (elementary),26,Fatal
2001,Poznań,student (college/university),9,Fatal
2001,Poznań,unemployed,109,Fatal
2001,Szczecin,manual,28,Fatal
2001,Szczecin,white collar,5,Fatal
2001,Szczecin,self-employed,10,Fatal
2001,Szczecin,farmer,2,Fatal
2001,Szczecin,student (elementary),7,Fatal
2001,Szczecin,student (college/university),1,Fatal
2001,Szczecin,unemployed,74,Fatal
2001,Warszawa,manual,10,Fatal
2001,Warszawa,white collar,9,Fatal
2001,Warszawa,self-employed,3,Fatal
2001,Warszawa,farmer,0,Fatal
2001,Warszawa,student (elementary),3,Fatal
2001,Warszawa,student (college/university),0,Fatal
2001,Warszawa,unemployed,16,Fatal
2002,Wrocław,manual,32,Fatal
2002,Wrocław,white collar,8,Fatal
2002,Wrocław,self-employed,10,Fatal
2002,Wrocław,farmer,10,Fatal
2002,Wrocław,student (elementary),16,Fatal
2002,Wrocław,student (college/university),1,Fatal
2002,Wrocław,unemployed,110,Fatal
2002,Bydgoszcz,manual,35,Fatal
2002,Bydgoszcz,white collar,3,Fatal
2002,Bydgoszcz,self-employed,8,Fatal
2002,Bydgoszcz,farmer,19,Fatal
2002,Bydgoszcz,student (elementary),5,Fatal
2002,Bydgoszcz,student (college/university),2,Fatal
2002,Bydgoszcz,unemployed,62,Fatal
2002,Lublin,manual,28,Fatal
2002,Lublin,white collar,6,Fatal
2002,Lublin,self-employed,9,Fatal
2002,Lublin,farmer,48,Fatal
2002,Lublin,student (elementary),17,Fatal
2002,Lublin,student (college/university),4,Fatal
2002,Lublin,unemployed,74,Fatal
2002,Gorzów Wlkp.,manual,22,Fatal
2002,Gorzów Wlkp.,white collar,2,Fatal
2002,Gorzów Wlkp.,self-employed,5,Fatal
2002,Gorzów Wlkp.,farmer,2,Fatal
2002,Gorzów Wlkp.,student (elementary),6,Fatal
2002,Gorzów Wlkp.,student (college/university),1,Fatal
2002,Gorzów Wlkp.,unemployed,49,Fatal
2002,Łódź,manual,39,Fatal
2002,Łódź,white collar,7,Fatal
2002,Łódź,self-employed,11,Fatal
2002,Łódź,farmer,41,Fatal
2002,Łódź,student (elementary),11,Fatal
2002,Łódź,student (college/university),2,Fatal
2002,Łódź,unemployed,98,Fatal
2002,Kraków,manual,49,Fatal
2002,Kraków,white collar,11,Fatal
2002,Kraków,self-employed,27,Fatal
2002,Kraków,farmer,36,Fatal
2002,Kraków,student (elementary),17,Fatal
2002,Kraków,student (college/university),12,Fatal
2002,Kraków,unemployed,92,Fatal
2002,Radom,manual,44,Fatal
2002,Radom,white collar,2,Fatal
2002,Radom,self-employed,8,Fatal
2002,Radom,farmer,54,Fatal
2002,Radom,student (elementary),17,Fatal
2002,Radom,student (college/university),3,Fatal
2002,Radom,unemployed,94,Fatal
2002,Opole,manual,24,Fatal
2002,Opole,white collar,7,Fatal
2002,Opole,self-employed,7,Fatal
2002,Opole,farmer,6,Fatal
2002,Opole,student (elementary),7,Fatal
2002,Opole,student (college/university),1,Fatal
2002,Opole,unemployed,25,Fatal
2002,Rzeszów,manual,48,Fatal
2002,Rzeszów,white collar,9,Fatal
2002,Rzeszów,self-employed,6,Fatal
2002,Rzeszów,farmer,15,Fatal
2002,Rzeszów,student (elementary),15,Fatal
2002,Rzeszów,student (college/university),3,Fatal
2002,Rzeszów,unemployed,106,Fatal
2002,Białystok,manual,20,Fatal
2002,Białystok,white collar,4,Fatal
2002,Białystok,self-employed,7,Fatal
2002,Białystok,farmer,25,Fatal
2002,Białystok,student (elementary),9,Fatal
2002,Białystok,student (college/university),2,Fatal
2002,Białystok,unemployed,55,Fatal
2002,Gdańsk,manual,47,Fatal
2002,Gdańsk,white collar,5,Fatal
2002,Gdańsk,self-employed,10,Fatal
2002,Gdańsk,farmer,11,Fatal
2002,Gdańsk,student (elementary),10,Fatal
2002,Gdańsk,student (college/university),4,Fatal
2002,Gdańsk,unemployed,72,Fatal
2002,Katowice,manual,75,Fatal
2002,Katowice,white collar,15,Fatal
2002,Katowice,self-employed,23,Fatal
2002,Katowice,farmer,8,Fatal
2002,Katowice,student (elementary),15,Fatal
2002,Katowice,student (college/university),6,Fatal
2002,Katowice,unemployed,119,Fatal
2002,Kielce,manual,22,Fatal
2002,Kielce,white collar,4,Fatal
2002,Kielce,self-employed,8,Fatal
2002,Kielce,farmer,25,Fatal
2002,Kielce,student (elementary),10,Fatal
2002,Kielce,student (college/university),1,Fatal
2002,Kielce,unemployed,62,Fatal
2002,Olsztyn,manual,21,Fatal
2002,Olsztyn,white collar,6,Fatal
2002,Olsztyn,self-employed,8,Fatal
2002,Olsztyn,farmer,16,Fatal
2002,Olsztyn,student (elementary),11,Fatal
2002,Olsztyn,student (college/university),2,Fatal
2002,Olsztyn,unemployed,80,Fatal
2002,Poznań,manual,66,Fatal
2002,Poznań,white collar,19,Fatal
2002,Poznań,self-employed,26,Fatal
2002,Poznań,farmer,38,Fatal
2002,Poznań,student (elementary),23,Fatal
2002,Poznań,student (college/university),3,Fatal
2002,Poznań,unemployed,104,Fatal
2002,Szczecin,manual,25,Fatal
2002,Szczecin,white collar,2,Fatal
2002,Szczecin,self-employed,4,Fatal
2002,Szczecin,farmer,8,Fatal
2002,Szczecin,student (elementary),9,Fatal
2002,Szczecin,student (college/university),1,Fatal
2002,Szczecin,unemployed,75,Fatal
2002,Warszawa,manual,16,Fatal
2002,Warszawa,white collar,7,Fatal
2002,Warszawa,self-employed,4,Fatal
2002,Warszawa,farmer,1,Fatal
2002,Warszawa,student (elementary),5,Fatal
2002,Warszawa,student (college/university),2,Fatal
2002,Warszawa,unemployed,28,Fatal
2003,Wrocław,manual,48,Fatal
2003,Wrocław,white collar,10,Fatal
2003,Wrocław,self-employed,10,Fatal
2003,Wrocław,farmer,5,Fatal
2003,Wrocław,student (elementary),17,Fatal
2003,Wrocław,student (college/university),5,Fatal
2003,Wrocław,unemployed,116,Fatal
2003,Bydgoszcz,manual,26,Fatal
2003,Bydgoszcz,white collar,11,Fatal
2003,Bydgoszcz,self-employed,4,Fatal
2003,Bydgoszcz,farmer,13,Fatal
2003,Bydgoszcz,student (elementary),7,Fatal
2003,Bydgoszcz,student (college/university),0,Fatal
2003,Bydgoszcz,unemployed,52,Fatal
2003,Lublin,manual,35,Fatal
2003,Lublin,white collar,10,Fatal
2003,Lublin,self-employed,9,Fatal
2003,Lublin,farmer,59,Fatal
2003,Lublin,student (elementary),19,Fatal
2003,Lublin,student (college/university),5,Fatal
2003,Lublin,unemployed,102,Fatal
2003,Gorzów Wlkp.,manual,15,Fatal
2003,Gorzów Wlkp.,white collar,2,Fatal
2003,Gorzów Wlkp.,self-employed,4,Fatal
2003,Gorzów Wlkp.,farmer,0,Fatal
2003,Gorzów Wlkp.,student (elementary),7,Fatal
2003,Gorzów Wlkp.,student (college/university),0,Fatal
2003,Gorzów Wlkp.,unemployed,40,Fatal
2003,Łódź,manual,35,Fatal
2003,Łódź,white collar,8,Fatal
2003,Łódź,self-employed,9,Fatal
2003,Łódź,farmer,42,Fatal
2003,Łódź,student (elementary),14,Fatal
2003,Łódź,student (college/university),2,Fatal
2003,Łódź,unemployed,70,Fatal
2003,Kraków,manual,44,Fatal
2003,Kraków,white collar,16,Fatal
2003,Kraków,self-employed,12,Fatal
2003,Kraków,farmer,39,Fatal
2003,Kraków,student (elementary),16,Fatal
2003,Kraków,student (college/university),3,Fatal
2003,Kraków,unemployed,70,Fatal
2003,Radom,manual,34,Fatal
2003,Radom,white collar,3,Fatal
2003,Radom,self-employed,8,Fatal
2003,Radom,farmer,42,Fatal
2003,Radom,student (elementary),15,Fatal
2003,Radom,student (college/university),6,Fatal
2003,Radom,unemployed,76,Fatal
2003,Opole,manual,21,Fatal
2003,Opole,white collar,3,Fatal
2003,Opole,self-employed,6,Fatal
2003,Opole,farmer,3,Fatal
2003,Opole,student (elementary),3,Fatal
2003,Opole,student (college/university),1,Fatal
2003,Opole,unemployed,37,Fatal
2003,Rzeszów,manual,24,Fatal
2003,Rzeszów,white collar,4,Fatal
2003,Rzeszów,self-employed,4,Fatal
2003,Rzeszów,farmer,20,Fatal
2003,Rzeszów,student (elementary),12,Fatal
2003,Rzeszów,student (college/university),3,Fatal
2003,Rzeszów,unemployed,64,Fatal
2003,Białystok,manual,17,Fatal
2003,Białystok,white collar,8,Fatal
2003,Białystok,self-employed,6,Fatal
2003,Białystok,farmer,45,Fatal
2003,Białystok,student (elementary),10,Fatal
2003,Białystok,student (college/university),2,Fatal
2003,Białystok,unemployed,58,Fatal
2003,Gdańsk,manual,35,Fatal
2003,Gdańsk,white collar,4,Fatal
2003,Gdańsk,self-employed,7,Fatal
2003,Gdańsk,farmer,16,Fatal
2003,Gdańsk,student (elementary),8,Fatal
2003,Gdańsk,student (college/university),3,Fatal
2003,Gdańsk,unemployed,54,Fatal
2003,Katowice,manual,83,Fatal
2003,Katowice,white collar,11,Fatal
2003,Katowice,self-employed,11,Fatal
2003,Katowice,farmer,5,Fatal
2003,Katowice,student (elementary),23,Fatal
2003,Katowice,student (college/university),7,Fatal
2003,Katowice,unemployed,116,Fatal
2003,Kielce,manual,19,Fatal
2003,Kielce,white collar,7,Fatal
2003,Kielce,self-employed,3,Fatal
2003,Kielce,farmer,22,Fatal
2003,Kielce,student (elementary),7,Fatal
2003,Kielce,student (college/university),0,Fatal
2003,Kielce,unemployed,55,Fatal
2003,Olsztyn,manual,23,Fatal
2003,Olsztyn,white collar,3,Fatal
2003,Olsztyn,self-employed,9,Fatal
2003,Olsztyn,farmer,18,Fatal
2003,Olsztyn,student (elementary),7,Fatal
2003,Olsztyn,student (college/university),3,Fatal
2003,Olsztyn,unemployed,72,Fatal
2003,Poznań,manual,58,Fatal
2003,Poznań,white collar,14,Fatal
2003,Poznań,self-employed,20,Fatal
2003,Poznań,farmer,34,Fatal
2003,Poznań,student (elementary),14,Fatal
2003,Poznań,student (college/university),1,Fatal
2003,Poznań,unemployed,85,Fatal
2003,Szczecin,manual,27,Fatal
2003,Szczecin,white collar,9,Fatal
2003,Szczecin,self-employed,9,Fatal
2003,Szczecin,farmer,8,Fatal
2003,Szczecin,student (elementary),4,Fatal
